"","UNIQUE_ID","High_Performer","Protected_Group","Retained","scale","bio_scale","SJ1.score","SJ2.score","SJ3.score","SJ4.score","SJ5.score","SJ6.score","SJ7.score","SJ8.score","SJ9.score","latency","PScale1","PScale2","PScale3","PScale4","PScale5","PScale6","PScale7","PScale8","PScale9","PScale10","PScale11","PScale12","PScale13"
"3114",121802526,1,1,1,3.8364377364998,0.177363509197861,-0.1485486438502,-0.144094909187762,0.019915664942267,0.00739140818196312,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.1613607670349,41.2222222222222,3.25,4,3.75,3.25,1,3.5,1.5,3.25,1.25,1,1,1.75,1.4
"3115",232376868,1,0,1,4.6142303849082,0.0454149922636953,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.0277138569392193,-0.0419923234371015,0.057262845389879,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,57.4444444444444,1.75,4,2.5,3.75,2,2.66666666666667,1,3.25,1,2.25,3,2.75,1.6
"3116",245055880,1,1,1,3.61442880383672,0.104105542918244,0.190540246803742,-0.0295278093050692,0.193980055278995,0.0277138569392193,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.273474905103578,76.6666666666667,1,4,2.75,2.75,2.5,3.5,1,1.5,1,1.25,3.75,1,1.2
"3117",244981069,0,1,0,-9.39211118666055,0.150652796719389,0.125814021895194,0.180214679108811,-0.27104382779605,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.1613607670349,51.7777777777778,2.75,3.75,3.5,1,3,3.5,1,2.75,1,1,1,1.25,1.8
"3118",245097440,0,1,1,-7.32580346925747,0.126411748548838,0.088268947151857,-0.0295278093050692,-0.308766036924631,-0.0274278672873789,-0.0419923234371015,0.0697295574471017,0.0486520924781456,-0.436808950440348,-0.0576981988450397,80.2222222222222,2,4,3.75,2,1.75,3.5,1,3.25,1,1.75,1.75,3,1.6
"3119",245129536,1,0,0,5.20964211180073,-0.093757385697327,-0.0317977188044307,0.180214679108811,0.105069144058838,0.00739140818196312,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.1613607670349,46.6666666666667,3,3,3,2,3,3.66666666666667,1.5,3,1,1.25,2.25,1.25,2.2
"3120",245011243,0,0,1,-0.881668156938872,0.142497296502178,0.190540246803742,0.180214679108811,0.019915664942267,-0.0782702222235596,-0.131017483284654,0.0308841431621186,-0.0997197298364098,-0.0730077558028678,0.135627171835627,69.7777777777778,3.75,3,4,1.25,2.5,2.83333333333333,1.75,2,1.5,1.5,1,1.75,1.4
"3121",245201072,0,0,0,-4.19033104595135,0.13668850501535,0.125814021895194,-0.00732295582083226,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,0.135627171835627,25.8888888888889,2.75,3.75,2,2.25,3.75,3,1.5,1.25,1.25,1.5,2.75,2.25,1.8
"3122",245079540,1,0,1,7.56101542139492,-0.0220382702390429,0.125814021895194,-0.144094909187762,0.105069144058838,0.00938328374616502,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0770531466804187,-0.0576981988450397,42.3333333333333,3,3.75,3.75,2.25,2.75,4,1,2.5,1,1,2,2.25,1.4
"3123",245095328,1,0,1,6.54833227318594,0.164892866364505,0.088268947151857,-0.0295278093050692,0.224366218008776,0.00938328374616502,0.119082310470903,0.0308841431621186,-0.0997197298364098,0.0153154829883771,0.135627171835627,42.6666666666667,3.25,4,3.25,2.25,4,3.16666666666667,1,1.5,1,1.25,1.75,1.5,1
"3124",245092116,0,1,0,-2.94797587434195,-0.154795147325076,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,0.119082310470903,-0.188681162334108,0.00347663852804739,0.0770531466804187,-0.0576981988450397,43.6666666666667,2.75,2.5,2.25,2.25,1.75,2.33333333333333,2.25,2,2.25,2.5,2.75,2.5,2.4
"3125",245148771,0,1,1,-2.76559495282608,0.00429916397184967,0.088268947151857,0.180214679108811,0.224366218008776,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.175268761698318,26.2222222222222,4,3.25,2.75,2,3,3,1.75,2,2,1.75,1.75,1.5,1.8
"3126",245074914,0,1,1,-3.83611628416293,0.128914421599752,0.190540246803742,0.180214679108811,-0.117968845539627,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0153154829883771,-0.0576981988450397,53.3333333333333,4,3.25,4,2.25,1.5,3.5,1,1.75,1,1,1.25,1,1.2
"3127",231587282,0,0,1,-1.38727678029367,0.0411016815772608,0.190540246803742,-0.0295278093050692,-0.117968845539627,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0770531466804187,0.135627171835627,66.5555555555556,3,2.75,3,1.75,3,3.33333333333333,2,2.75,2,1.75,2,2,2
"3128",245180242,1,0,1,2.83663615542832,0.154733857614122,-0.0317977188044307,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0697295574471017,-0.273482857113636,-0.0730077558028678,0.1613607670349,27.1111111111111,4,4,4,1,3.25,3.5,1,2.5,1,1,1,1,1
"3129",245202256,0,0,0,-1.24876448586479,0.023553904740672,0.190540246803742,-0.135979512919568,0.019915664942267,0.0196180801388833,0.119082310470903,0.0308841431621186,0.0486520924781456,-0.436808950440348,-0.0576981988450397,98.5555555555556,1.25,3.5,2.5,2.25,2,2.66666666666667,1.75,2.5,2.5,2,1.25,3,2.2
"3130",245057303,1,1,1,4.6142303849082,0.138779863720665,0.190540246803742,-0.00732295582083226,-0.159758599813203,0.123524902704998,-0.131017483284654,0.0308841431621186,0.0486520924781456,0.0770531466804187,0.273474905103578,62.1111111111111,2.75,4,2.5,1,1,2.83333333333333,1,3.25,1,1,3,1.25,1.2
"3131",245066514,1,0,1,4.6142303849082,-0.115573231212032,0.125814021895194,-0.398078324903488,-0.155680195179028,0.0277138569392193,-0.152292850959183,0.057262845389879,0.0486520924781456,0.0153154829883771,-0.0576981988450397,36,3.25,4,4,1.5,4,4,1,3.5,1,1,1.75,1.5,1.6
"3132",239702734,1,0,1,6.62671511418865,0.155033900395808,-0.338774370801121,0.180214679108811,-0.27104382779605,0.00938328374616502,-0.131017483284654,0.0697295574471017,0.0558125618011219,0.0733464753010898,0.135627171835627,77.8888888888889,4,4,4,1,3.25,3.5,1.5,2,1,1,1.5,1.25,1.4
"3133",245102746,1,0,0,7.21446375034384,0.0306104020888347,-0.0317977188044307,0.180214679108811,-0.117968845539627,0.00938328374616502,-0.131017483284654,0.0697295574471017,0.00347663852804739,0.0733464753010898,0.135627171835627,81,3.25,3.5,3.5,3,3.5,2.83333333333333,1.25,3.5,1,1.25,2.25,2.5,1.6
"3135",245008172,0,1,0,-2.94797587434195,-0.0945887807401825,0.125814021895194,-0.00732295582083226,-0.177824934254533,-0.0274278672873789,-0.131017483284654,0.0308841431621186,0.0486520924781456,0.0733464753010898,-0.175268761698318,32.3333333333333,3,2.5,2.5,1.5,3,2.83333333333333,1.75,2.75,1.25,1.25,2.25,1.25,1.2
"3136",245206229,0,0,0,-9.73501496197953,0.044193405617479,-0.262029781875302,-0.123004962836159,0.019915664942267,0.0277138569392193,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0770531466804187,0.1613607670349,29.2222222222222,4,4,2.5,1,1,3.33333333333333,1,1.75,1,1,1,1,1
"3137",245073234,1,1,1,4.67728704443624,0.00484392320369772,-0.1485486438502,0.180214679108811,-0.155680195179028,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,-0.24181862123262,28.8888888888889,2.75,3.75,4,1,2.5,3.33333333333333,1.5,3,1,1,4,1.75,1.8
"3138",126069468,0,1,0,-1.22821982798995,0.149098168995048,-0.143742027347242,-0.135979512919568,-0.117968845539627,0.00739140818196312,0.119082310470903,0.0496020199988172,0.0558125618011219,0.0733464753010898,-0.208990373778411,48.7777777777778,4,4,4,1,4,4,1,1.75,1,1,1,1,1
"3140",244595001,0,0,1,-6.326001888186,0.115318694084787,0.088268947151857,-0.134892008742598,0.105069144058838,0.0794715033920372,-0.131017483284654,0.0308841431621186,-0.0997197298364098,0.0770531466804187,0.135627171835627,23.7777777777778,4,3.75,4,1.25,4,2.66666666666667,1,3.25,1,1,1,2.5,1.8
"3141",245012758,1,1,1,2.89447433855619,0.17460266394888,NA,NA,0.105069144058838,0.123524902704998,0.0195283973148153,0.0308841431621186,0.0486520924781456,-0.0730077558028678,0.273474905103578,NA,3.75,4,2.25,1,1,3.16666666666667,1.5,2,1,1.25,2,1.5,NA
"3142",245092679,0,1,1,-1.82363155488248,-0.168867582925152,-0.1485486438502,-0.135979512919568,-0.117968845539627,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.0486520924781456,-0.0730077558028678,-0.175268761698318,51.6666666666667,2.25,2,2.25,2,2,1.83333333333333,2,3,1.75,2.25,3.25,2,2.4
"3143",244992919,0,0,0,-0.956035802936343,0.0848428406236078,-0.0317977188044307,-0.134892008742598,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.273474905103578,48.7777777777778,3.75,3.5,3.25,1,4,4,1,1,1,1,1,2.5,2.2
"3144",245196699,0,0,1,-8.31794195959161,-0.082439814089238,0.125814021895194,-0.135979512919568,0.193980055278995,0.00739140818196312,0.0195283973148153,0.0496020199988172,0.0486520924781456,0.0153154829883771,-0.0576981988450397,18,2.75,3.5,3,2.5,3,3.5,1.75,2.75,1.5,1,2.5,3,1.6
"3145",245135978,0,0,0,-10.6268032675326,-0.174059282855185,0.190540246803742,-0.123004962836159,-0.117968845539627,0.00938328374616502,0.0195283973148153,-0.188681162334108,0.00347663852804739,-0.0730077558028678,-0.175268761698318,40.7777777777778,2,3,2.25,2.5,1.5,2.83333333333333,1.5,1.75,1.25,2.5,3.25,1.75,1.6
"3146",235658177,0,0,0,-4.93991594574756,NA,0.125814021895194,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0153154829883771,0.273474905103578,87.8888888888889,1,4,1.5,3.75,3.25,3,2.25,1.75,1,2.5,4,2.5,1
"3147",245097471,0,0,1,-1.82363155488248,-0.146697537057268,-0.0317977188044307,0.180214679108811,0.105069144058838,-0.106599064831381,0.0195283973148153,-0.111415965035121,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,39.4444444444444,2.5,2.75,2.5,2,2.25,2.33333333333333,3,2.75,1,2,3,2.75,2.2
"3148",245259720,0,1,0,-1.39239057752515,-0.0705364037738835,0.190540246803742,-0.0295278093050692,0.193980055278995,0.00938328374616502,-0.0419923234371015,0.0697295574471017,0.00289449124236004,0.0733464753010898,0.135627171835627,95.3333333333333,1.25,4,3.25,1,2.25,3.66666666666667,1,4,1,1.25,3.25,1,1.6
"3149",245120560,1,0,1,8.56081700246639,-0.0479156670542416,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.0195283973148153,0.057262845389879,0.00347663852804739,-0.0730077558028678,0.0821532023064181,35.3333333333333,3.75,4,3.5,1.5,4,3,1.5,2.5,1.75,1.25,1.25,2.25,2.2
"3150",245146731,1,0,1,8.56081700246639,0.193058458641277,-0.0317977188044307,-0.0295278093050692,0.105069144058838,0.00938328374616502,-0.131017483284654,0.057262845389879,0.0558125618011219,-0.163970353214532,0.273474905103578,118.555555555556,4,4,2.5,1,4,3.33333333333333,1,2,1,1,1.5,1,1.6
"3151",242776222,0,0,0,-1.79166663447262,-0.253397512408351,-0.143742027347242,-0.00732295582083226,0.019915664942267,0.0277138569392193,0.119082310470903,0.0308841431621186,0.0486520924781456,0.0770531466804187,-0.143782005780726,34.8888888888889,1.75,2.75,2.25,3.25,1.75,2.16666666666667,2.75,1.5,2.25,3,3.25,2.25,1.6
"3153",245075273,0,0,1,-1.82363155488248,-0.0392624913011021,0.190540246803742,0.180214679108811,-0.177824934254533,0.00938328374616502,-0.152292850959183,0.0308841431621186,0.0558125618011219,0.0733464753010898,0.273474905103578,73.2222222222222,2.5,4,3.25,2.25,2.5,4,1,3,1,1,1.75,1.5,1.4
"3156",245247173,1,0,0,5.25981720419126,-0.0350008048472545,0.125814021895194,-0.134892008742598,0.105069144058838,0.00938328374616502,-0.0419923234371015,0.0697295574471017,-0.0997197298364098,0.0733464753010898,0.0821532023064181,128.444444444444,4,3.25,2.5,1.75,3.25,4,1,1.75,1,1.75,1,1,1
"3157",245054457,1,1,1,4.6142303849082,0.00132097384627439,-0.0317977188044307,0.180214679108811,0.193980055278995,0.00938328374616502,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,29.8888888888889,2.5,4,4,1,1,3.5,1,3.25,1,1,1,1,1
"3158",245085547,0,0,1,-1.82363155488248,-0.129739703709153,-0.1485486438502,-0.00732295582083226,0.019915664942267,0.0277138569392193,-0.0419923234371015,-0.188681162334108,0.0486520924781456,0.0153154829883771,-0.175268761698318,25,1.5,3.75,3.25,1.75,1,3,1.5,4,1.5,1.75,2.5,3.25,1.8
"3159",245264845,1,0,0,6.20178060213486,0.0358032626242266,-0.331745058615635,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0153154829883771,-0.24181862123262,54.7777777777778,3,3.5,2.5,2.25,3.75,3.66666666666667,1.75,2.25,1.5,1,2,1.25,1.8
"3160",245080052,0,1,1,-7.32580346925747,0.0960277913616797,0.125814021895194,-0.398078324903488,0.019915664942267,0.0277138569392193,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,36,3.75,2.5,3.75,1,2.25,3.66666666666667,1.75,2.25,1,1,1.25,1.25,1.4
"3161",245080769,0,1,1,-4.61390893257133,0.00377255145827011,-0.1485486438502,-0.134892008742598,0.019915664942267,0.00739140818196312,0.0195283973148153,-0.505875606596629,0.0486520924781456,-0.0730077558028678,0.135627171835627,42.3333333333333,4,3.75,3.5,3.5,2.5,3.5,1,2.5,1,1.5,1.5,2.25,1.6
"3162",245219197,1,0,0,4.26767871385712,-0.074671921711043,0.125814021895194,-0.134892008742598,-0.298426024324185,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.175268761698318,46.8888888888889,2.75,3.5,2.75,2.25,1.25,2.83333333333333,1.5,3.5,2,2,2,1.75,1.6
"3163",245069372,1,1,1,2.60174565562774,0.158018053298732,0.125814021895194,0.180214679108811,0.105069144058838,-0.0782702222235596,0.119082310470903,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.135627171835627,61.3333333333333,3.75,3.5,4,2,4,3.33333333333333,1,2,1,1,1,2,1
"3164",245144573,0,0,1,-1.04583890647407,0.0669024808219552,0.125814021895194,-0.0295278093050692,-0.177824934254533,0.00938328374616502,0.0195283973148153,-0.406635941744661,0.0486520924781456,0.0733464753010898,0.135627171835627,50.8888888888889,3.25,3,3,3.75,2.5,3.16666666666667,1.25,1.75,1,2.25,3,1.75,1.2
"3165",245229436,0,0,0,-1.22821982798995,0.168001468591292,-0.1485486438502,-0.0295278093050692,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0421189851117737,0.0153154829883771,0.135627171835627,56.2222222222222,2.5,3.25,4,3.75,1.5,3.83333333333333,1,1.75,1,1,1.5,1,1.2
"3166",245023367,0,0,1,-1.82363155488248,0.198172108018965,-0.432689695382241,-0.135979512919568,0.105069144058838,0.0277138569392193,0.0195283973148153,0.057262845389879,-0.0997197298364098,-0.347399718706184,-0.175268761698318,71,4,3.75,3,2.25,3.75,2.66666666666667,1.25,3,1.5,1.25,1.75,1,1.8
"3167",238763659,1,0,0,2.47720291723974,0.107404928207517,0.125814021895194,0.180214679108811,-0.117968845539627,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0153154829883771,-0.175268761698318,58.4444444444444,4,3.75,3.25,1,1,3.33333333333333,1,1.5,1,1,1,1,1.2
"3168",245225525,0,0,0,-0.165361587390438,-0.0481158944579744,-0.262029781875302,0.180214679108811,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0421189851117737,-0.0730077558028678,0.135627171835627,69.5555555555556,3.75,4,4,1,4,3,1,3.5,1,1,1.25,1.5,1.2
"3169",245109596,1,0,1,8.56081700246639,0.214809355561981,0.125814021895194,0.180214679108811,0.193980055278995,0.00739140818196312,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.1613607670349,42.8888888888889,4,4,4,1,4,3.66666666666667,1.25,2.75,1,1,1,1.75,1.6
"3170",245065814,0,0,1,-4.55607074944346,-0.0227935948075827,-0.143742027347242,-0.135979512919568,0.019915664942267,0.0794715033920372,0.0195283973148153,0.0496020199988172,0.00289449124236004,0.0770531466804187,0.135627171835627,169.333333333333,3,3.5,3,2.5,2,3,1,2.75,1,1.75,2,3,2.6
"3171",245207271,1,0,0,4.26767871385712,0.158937178874648,-0.0317977188044307,-0.135979512919568,0.193980055278995,0.00938328374616502,0.119082310470903,0.0308841431621186,-0.0997197298364098,-0.0730077558028678,0.0821532023064181,44.7777777777778,2,3.5,2,2.75,1,2.33333333333333,1.5,2,1.25,1.75,2.5,2.25,1.6
"3172",245083887,0,0,0,-7.67235514030855,-0.101028115873738,-0.0317977188044307,0.180214679108811,-0.117968845539627,0.0196180801388833,0.0195283973148153,0.057262845389879,0.0558125618011219,0.0770531466804187,-0.0576981988450397,112,1.25,3.5,2.5,1.5,1.75,3,1,3,1,1.25,3.25,1,1.2
"3173",245087397,0,0,0,-5.73059016129347,0.0603394785675516,-0.1485486438502,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0153154829883771,0.1613607670349,152.333333333333,3,4,4,3,4,3.5,1,1,1,1,2,1,1.2
"3174",245050888,0,1,1,-2.76559495282608,0.0213842986295886,0.088268947151857,-0.0295278093050692,-0.177824934254533,0.00938328374616502,-0.131017483284654,0.0697295574471017,0.0486520924781456,0.0770531466804187,-0.175268761698318,55,3,2.5,2.5,2.66666666666667,3.75,3.16666666666667,1,1.75,1,1,1,1.25,1.6
"3175",245205128,0,1,1,-1.04583890647407,-0.111952615842375,0.088268947151857,-0.135979512919568,0.019915664942267,0.00938328374616502,-0.152292850959183,-0.188681162334108,0.0486520924781456,-0.0730077558028678,0.1613607670349,59,3,2.75,2.25,1.5,1,3.33333333333333,1.25,3,1.25,2,2.75,1.75,2
"3176",245145432,0,1,1,-5.39170158097973,0.168876488382344,0.125814021895194,-0.0295278093050692,0.193980055278995,0.00938328374616502,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0733464753010898,-0.389362522468815,58.8888888888889,4,4,3.25,1,4,2.5,1.25,1,1,1,1.25,1,1
"3177",245093331,1,1,1,3.61442880383672,0.0301162293091541,-0.0317977188044307,-0.123004962836159,-0.155680195179028,0.00739140818196312,0.119082310470903,0.0308841431621186,0.00347663852804739,-0.163970353214532,0.273474905103578,68,2,3.5,2.5,2.25,2.75,3,1.25,1.75,1,2,1.75,1.75,1.4
"3178",245248807,0,0,0,-1.39239057752515,0.0983575123316794,0.088268947151857,0.180214679108811,0.019915664942267,-0.0274278672873789,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.1613607670349,62.4444444444444,2.5,4,4,3.75,2.75,3.16666666666667,1.25,1.75,2,1,2,2.75,2
"3179",245068240,0,1,1,-3.61410735149986,-0.172615098868844,-0.0317977188044307,-0.135979512919568,-0.155680195179028,0.00739140818196312,-0.152292850959183,0.057262845389879,0.00347663852804739,0.0770531466804187,-0.0576981988450397,181.666666666667,1,3.25,2,3,1,3.16666666666667,1.25,2,1,3.25,4,1,1.8
"3180",245154896,1,0,1,3.61442880383672,-0.18478336912123,-0.1485486438502,0.180214679108811,-0.155680195179028,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0733464753010898,0.1613607670349,42.3333333333333,1.5,2.75,2.25,3.5,1.75,2.66666666666667,2.25,2.25,2,2.5,3.5,3.25,2.2
"3181",245175046,0,0,0,-3.72576852275035,0.00232163139543343,0.088268947151857,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,39.2222222222222,4,3.5,3.25,1,3.5,2.66666666666667,1,2.25,1,1,2.25,1,1.2
"3183",242325668,1,0,1,2.67246540589312,0.0814476299293004,0.125814021895194,0.180214679108811,NA,-0.0274278672873789,-0.152292850959183,0.0308841431621186,0.00347663852804739,0.0733464753010898,0.1613607670349,NA,3.25,4,3,1.75,2.75,2.66666666666667,1.25,3,1.25,1.25,2,2.25,1.4
"3184",245167078,0,0,1,-4.53552609156862,0.0879042132159062,0.088268947151857,0.180214679108811,0.193980055278995,-0.0782702222235596,0.0195283973148153,0.0697295574471017,-0.273482857113636,-0.347399718706184,0.273474905103578,93.7777777777778,3,4,2,3.5,3,3.33333333333333,1.25,2.25,1.25,2,2.5,1,1.6
"3185",245065045,0,0,0,-2.17018322593355,-0.0383368059464459,0.190540246803742,-0.00732295582083226,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0770531466804187,-0.0576981988450397,116.111111111111,3.25,4,4,1.25,4,4,1,2,1,1,2.5,1,1
